,longitude
1362,78.3519638
1363,78.2674254
1364,78.3519638
1365,78.5601231
1366,78.3519638
1367,78.5088584
1368,78.2905401
1369,0.0
1370,80.8334595
1371,78.3365214
1372,78.342306
1373,78.0692712
1374,79.4425142
1375,78.2905401
1376,78.3567628
1377,78.4585197
1378,0.0
1379,78.4102882
1380,78.4054408
1381,78.3817156
1382,78.4200077
1383,0.0
1384,78.3861689281263
1385,78.3817156
1386,80.8334595
1387,85.1625093
1388,78.3519638
1389,78.4054408
1390,73.077714
1391,0.0
1392,78.5020964
1393,2.820229
1394,79.6808767
1395,78.4054408
1396,78.5426918
1397,78.5368997
1398,78.3365214
1399,2.820229
1400,78.5088584
1401,0.0
1402,78.3567628
1403,78.4200077
1404,78.3519638
1405,78.3547825
1406,78.5361528
1407,78.3567628
1408,80.8334595
1409,78.3060359
1410,78.3825785
1411,80.8334595
1412,78.0692712
1413,78.5424889
1414,78.3953281
1415,78.4054408
1416,78.34067239565113
1417,78.3825785
1418,73.077714
1419,78.568278
1420,78.3010473
1421,80.8334595
1422,78.228015
1423,0.0
1424,78.3322142
1425,79.6808767
1426,78.4624821
1427,78.5379433
1428,78.2045948
1429,78.4200077
1430,80.8334595
1431,-78.6604105
1432,2.820229
1433,78.5014979
1434,2.820229
1435,78.3365214
1436,78.3825785
1437,78.3961144
1438,78.3817156
1439,78.5107535
1440,78.4850003
1441,78.5788551
1442,78.3825785
1443,78.4054408
1444,2.820229
1445,78.5107535
1446,78.3010473
1447,78.5788551
1448,79.7955465
1449,78.5510938
1450,78.3825785
1451,0.0
1452,78.3861689281263
1453,78.2674254
1454,78.5362644
1455,78.3405519
1456,78.3961144
1457,79.7955465
1458,77.9793799
1459,75.8346029
1460,78.3931943
1461,78.2873322
1462,78.4399014
1463,80.8334595
1464,78.5361528
1465,-14.2412855
1466,78.5510938
1467,79.6808767
1468,78.3010473
1469,78.3547825
1470,78.5652906
1471,74.8415492
1472,78.3405519
1473,80.2159247
1474,78.003997
1475,78.4399014
1476,78.3817156
1477,78.3567628
1478,78.3817156
1479,78.4102882
1480,78.4792282
1481,2.820229
1482,78.483456
1483,78.3567628
1484,78.3519638
1485,78.3817156
1486,78.3825785
1487,78.5107535
1488,78.3817156
1489,0.0
1490,78.3825785
1491,0.0
1492,0.0
1493,78.3567628
1494,78.5788551
1495,78.3567628
1496,-14.2412855
1497,78.3567628
1498,78.2905401
1499,78.3519638
1500,78.3060359
1501,-14.2412855
1502,78.3405519
1503,78.3825785
1504,78.3010473
1505,78.5368997
1506,0.0
1507,78.3519638
1508,78.0692712
1509,79.6808767
1510,77.4131138
1511,78.3519638
1512,78.3635484
1513,78.4200077
1514,78.3547825
1515,78.0692712
1516,78.4054408
1517,78.4118051
1518,0.0
1519,78.5426918
1520,0.0
1521,79.6808767
1522,78.4054408
1523,78.5329747
1524,78.5123242
1525,78.4460585
1526,78.3961144
1527,79.6808767
1528,78.3547825
1529,80.8334595
1530,78.4399014
1531,78.3010473
1532,78.5368997
1533,0.0
1534,78.4446705
1535,78.3519638
1536,78.0692712
1537,78.4200077
1538,78.4850003
1539,78.0692712
1540,78.2873322
1541,78.3717906
1542,78.0692712
1543,80.8334595
1544,78.3547825
1545,78.4054408
1546,78.2674254
1547,78.5020964
1548,78.3519638
1549,78.4006536
1550,78.4006536
1551,78.3365214
1552,78.3547825
1553,79.6808767
1554,78.4054408
1555,78.4054408
1556,80.8334595
1557,73.077714
1558,78.4843146
1559,78.5368997
1560,78.4054408
1561,79.7955465
1562,78.3567628
1563,78.3968876
1564,78.3567628
1565,78.3817156
1566,78.3766754
1567,78.3961144
1568,78.3817156
1569,78.4206695
1570,78.3567628
1571,80.8334595
1572,78.3817156
1573,78.6553441
1574,78.5788551
1575,78.34067239565113
1576,-78.6604105
1577,78.4054408
1578,78.2905401
1579,78.3519638
1580,0.0
1581,78.0009341
1582,78.307551458684
1583,78.4102882
1584,78.3825785
1585,78.3861689281263
1586,78.5601231
1587,78.3961144
1588,78.3060359
1589,78.4054408
1590,78.3961144
1591,78.5379433
1592,73.077714
1593,78.4054408
1594,0.0
1595,78.3365214
1596,78.3547825
1597,78.3817156
1598,78.3405519
1599,78.5726444
1600,78.2905401
1601,0.0
1602,79.6808767
1603,0.0
1604,78.3567628
1605,78.4585197
1606,78.4200077
1607,0.0
1608,78.4102882
1609,79.6808767
1610,78.3635484
1611,78.3322142
1612,78.3365214
1613,78.3817156
1614,78.2905401
1615,78.3567628
1616,78.3825785
1617,80.8334595
1618,78.342306
1619,0.0
1620,79.6808767
1621,78.3817156
1622,78.5107535
1623,78.3916289
1624,80.8334595
1625,78.0692712
1626,78.3519638
1627,78.3365214
1628,78.4342514
1629,78.4054408
1630,78.3060359
1631,79.6808767
1632,78.3817156
1633,78.4200077
1634,78.49462050784989
1635,78.5088584
1636,79.6808767
1637,78.3861689281263
1638,79.6808767
1639,78.4054408
1640,0.0
1641,78.3961144
1642,78.4054408
1643,80.8334595
1644,78.4054408
1645,80.8334595
1646,78.4054408
1647,78.3825785
1648,78.3365214
1649,78.4054408
1650,78.4102882
1651,78.5020964
1652,79.6808767
1653,79.6808767
1654,78.3817156
1655,0.0
1656,78.3519638
1657,0.0
1658,79.6808767
1659,78.3961144
1660,78.3547825
1661,78.5726444
1662,78.3365214
1663,79.6808767
1664,78.3817156
1665,78.3825785
1666,78.4399014
1667,80.8334595
1668,78.4206695
1669,78.3060359
1670,0.0
1671,78.3519638
