,latitude
1718,17.5022292
1719,17.4981608
1720,17.4917948
1721,17.5163573
1722,17.433842
1723,17.515397
1724,17.4930841
1725,17.4308362
1726,16.449897
1727,16.449897
1728,17.4535469
1729,17.6788421
1730,17.515397
1731,17.4535469
1732,0.0
1733,17.3948624
1734,17.3775306
1735,17.4408578
1736,17.46565735
1737,16.449897
1738,17.4981608
1739,17.515397
1740,30.9210023
1741,17.4511764
1742,17.4408578
1743,17.4177464
1744,17.4798689
1745,17.451523
1746,17.4020587
1747,17.6788421
1748,17.50679
1749,29.9537495
1750,17.4892154
1751,17.4930841
1752,17.6788421
1753,17.3948624
1754,17.46565735
1755,65.0563891
1756,17.515397
1757,17.515397
1758,17.6788421
1759,18.0823869
1760,17.3775306
1761,17.5284576
1762,17.4510018
1763,12.8722856
1764,17.5284576
1765,17.50679
1766,17.4930841
1767,17.4930841
1768,17.5284576
1769,17.4522594
1770,17.4774828
1771,17.5410548
1772,17.4436222
1773,17.5022292
1774,17.39999505
1775,0.0
1776,31.4197963
1777,58.4804569
1778,17.4981608
1779,31.4197963
1780,17.515397
1781,16.449897
1782,17.3948624
1783,16.1952749
1784,17.3501617
1785,17.45121
1786,40.7076681
1787,17.5284576
1788,17.5284576
1789,0.0
1790,17.5163573
1791,17.4774828
1792,18.0018724
1793,17.451523
1794,17.4436222
1795,17.50679
1796,0.0
1797,17.46565735
1798,12.52720555
1799,18.2774674
1800,17.451523
1801,17.3948624
1802,17.5271759
1803,0.0
1804,0.0
1805,17.46565735
1806,17.5284576
1807,0.0
1808,17.4440199
1809,17.451523
1810,17.4057955
1811,17.515397
1812,17.6788421
1813,65.0563891
1814,17.5271759
1815,17.4285479
1816,17.4930841
1817,17.0671702
1818,17.4436222
1819,17.5410548
1820,17.4981608
1821,17.6788421
1822,17.5163573
1823,31.4197963
1824,17.4308362
1825,0.0
1826,17.515397
1827,17.4535469
1828,17.39560535
1829,17.6788421
1830,17.45121
1831,17.46565735
1832,17.5043618
1833,17.4258278
1834,17.3410061
1835,17.3948624
1836,22.1041221
1837,17.6788421
1838,17.39004015
1839,0.0
1840,22.1041221
1841,13.0400731
1842,17.39999505
1843,17.4930841
1844,17.4436222
1845,17.5022292
1846,17.0887885
1847,0.0
1848,17.515397
1849,17.541791
1850,17.6339929
1851,17.4405369
1852,17.6788421
1853,17.515397
1854,18.9898611
1855,17.515397
1856,17.4930841
1857,17.39999505
1858,17.3948624
1859,17.4408578
1860,17.4436222
1861,17.4872976
1862,17.46565735
1863,0.0
1864,17.4258278
1865,17.5271759
1866,17.46565735
1867,0.0
1868,17.39999505
1869,17.5284576
1870,17.4981608
1871,17.4668161
1872,17.515397
1873,17.5271759
1874,65.0563891
1875,17.4258278
1876,17.4981608
1877,12.52720555
1878,17.4177464
1879,17.6788421
1880,17.451523
1881,17.3506317
1882,17.4177464
1883,17.4522594
1884,17.515397
1885,6.4318831
1886,17.4308362
1887,17.6788421
1888,17.46565735
1889,16.449897
1890,16.090979400000002
1891,17.4408578
1892,17.39999505
1893,17.5284576
1894,25.6030053
1895,17.4522594
1896,28.6365482
1897,17.3926121
1898,17.515397
1899,16.449897
1900,17.3948624
1901,17.35891075
1902,17.3959752
1903,0.0
1904,17.4981608
1905,0.0
1906,65.0563891
1907,17.4308362
1908,17.4285479
1909,17.5410548
1910,0.0
1911,17.4522594
1912,17.6788421
1913,17.515397
1914,17.4436222
1915,17.4930841
1916,17.4436222
1917,17.6788421
1918,17.4177464
1919,17.515397
1920,0.0
1921,17.3948624
1922,17.6788421
1923,17.5271759
1924,17.4436222
1925,17.373017
1926,17.4408578
1927,17.6788421
1928,17.4981608
1929,17.3083337
1930,17.39999505
1931,17.515397
1932,17.4981608
1933,22.1041221
1934,17.4436222
1935,17.5022292
1936,17.4798689
1937,17.39004015
1938,17.451523
1939,17.3847673
1940,17.515397
1941,17.4930841
1942,17.4774828
1943,17.4308362
1944,17.4308362
1945,29.3547048
1946,17.4308362
